Facility Name,Ownership Group,Ownership / Brand Name,County,Street Address,City,State,ZIP Code,Latitude,Longitude,Phone Number,Email Address,Website URL,Estimated Unit Count,Estimated Size / Footprint,Facility Type Tags,Lead Tier,Lead Score,Notes
Extra Space Storage,Chain,Extra Space Storage,Dallas,East Belt Line Road,,TX,,32.9508248,-96.9438285,,,,,,self-storage,C,0,No website found; Chain-managed
Public Storage,Chain,Public Storage,Dallas,Bunker Hill Road,Sachse,TX,75048,32.9670295,-96.6072169,,,,,,self-storage,C,0,No website found; Chain-managed
Extra Space Storage,Chain,Extra Space Storage,Dallas,North Belt Line Road,Mesquite,TX,75149,32.7823542,-96.5948321,,,,,,self-storage,C,0,No website found; Chain-managed
Go Store It Self Storage,Independent,Go Store It Self Storage,Dallas,Hickory Tree Road,Balch Springs,TX,75180,32.7133578,-96.620934,,,,,,self-storage,C,15,No website found
CubeSmart,Chain,CubeSmart,Dallas,Hickory Tree Road,Balch Springs,TX,75180,32.7106245,-96.6216911,,,,,,self-storage,C,0,No website found; Chain-managed
Public Storage,Chain,Public Storage,Dallas,Sorrento Drive,Mesquite,TX,75150,32.8085047,-96.6554569,,,,,,self-storage,C,0,No website found; Chain-managed
Extra Space Storage,Chain,Extra Space Storage,Dallas,Gus Thomasson Road,Mesquite,TX,75150,32.8009895,-96.6323034,,,,,,self-storage,C,0,No website found; Chain-managed
Storage Star Forest Lane,Independent,Storage Star Forest Lane,Dallas,Forest Lane,Dallas,TX,75234,32.9085403,-96.8844708,,,,,,self-storage,C,15,No website found
Parkdale Storage Pond Dam,Independent,Parkdale Storage Pond Dam,Dallas,,,TX,,32.7678926,-96.7315197,,,,,,self-storage,C,15,No website found
Lock Box Storage,Independent,Lock Box Storage,Dallas,,,TX,,32.9757329,-96.9225462,,,,,,self-storage,C,15,No website found
Extra Space Storage Bldg #4,Chain,Extra Space Storage Bldg #4,Dallas,West Airport Freeway,Irving,TX,75062,32.8387486,-96.9646148,,,https://www.extraspace.com/,,,self-storage,C,0,Chain-managed
Extra Space Storage Bldg #1,Chain,Extra Space Storage Bldg #1,Dallas,,,TX,,32.838232,-96.9644811,,,https://www.extraspace.com/,,,self-storage,C,0,Chain-managed
Extra Space Storage Bldg #2,Chain,Extra Space Storage Bldg #2,Dallas,,,TX,,32.838231,-96.9647135,,,,,,self-storage,C,0,No website found; Chain-managed
Extra Space Storage Bldg #3,Chain,Extra Space Storage Bldg #3,Dallas,,,TX,,32.8382298,-96.9649041,,,,,,self-storage,C,0,No website found; Chain-managed
Extra Space Storage Office,Chain,Extra Space Storage Office,Dallas,West Airport Freeway,Irving,TX,75062,32.8364056,-96.9492657,,,,,,self-storage,C,0,No website found; Chain-managed
Electrical Storage,Independent,Electrical Storage,Dallas,,,TX,,32.9275082,-96.7367361,,,,,,self-storage,C,15,No website found
RISD Storage,Independent,RISD Storage,Dallas,,,TX,,32.9278613,-96.7359499,,,,,,self-storage,C,15,No website found
Public Storage,Chain,Public Storage,Dallas,Audelia Road,Richardson,TX,75081,32.9355423,-96.7203057,,,,,,self-storage,C,0,No website found; Chain-managed
Freedom Storage,Independent,Freedom Storage,Dallas,Scyene Road,Dallas,TX,75227,32.7636294,-96.6455715,,,,,,self-storage,C,15,No website found
Extra Space Storage,Chain,Extra Space Storage,Dallas,Big Town Boulevard,Mesquite,TX,75150,32.8057796,-96.6691907,,,,,,self-storage,C,0,No website found; Chain-managed
Love Field Storage,Independent,Love Field Storage,Dallas,,,TX,,32.820448,-96.8387891,,,,,,self-storage,C,15,No website found
Extra Space Storage,Chain,Extra Space Storage,Dallas,Clark Road,Dallas,TX,75249,32.6613515,-96.944913,,,,,,self-storage,C,0,No website found; Chain-managed
Public Storage,Chain,Public Storage,Dallas,Oates Drive,Mesquite,TX,75150,32.8416383,-96.6258225,,,,,,self-storage,C,0,No website found; Chain-managed
The Storage Place,Independent,The Storage Place,Dallas,North Belt Line Road,Mesquite,TX,75150,32.8308659,-96.5966044,,,,,,self-storage,C,15,No website found
Town East Storage,Independent,Town East Storage,Dallas,North Town East Boulevard,Mesquite,TX,75150,32.7949399,-96.6533069,,,,,,self-storage,C,15,No website found
Mesquite Storage,Independent,Mesquite Storage,Dallas,West Cartwright Road,Mesquite,TX,75149,32.750454,-96.6125769,,,,,,self-storage,C,15,No website found
WW Maintenance and Storage Building,Independent,WW Maintenance and Storage Building,Dallas,,,TX,,32.9658241,-97.0163814,,,,,,self-storage,C,15,No website found
WW Storage Building,Independent,WW Storage Building,Dallas,,,TX,,32.9659495,-97.0170146,,,,,,self-storage,C,15,No website found
United States Cold Storage,Independent,United States Cold Storage,Dallas,North Cockrell Hill Road,,TX,,32.7712704,-96.89891,,,https://www.uscold.com/facilities/dallas-south-tx/,,,self-storage,C,40,
Kids Foot Locker,Independent,Foot Locker,Dallas,,,TX,,32.6026187,-96.9409896,,,,,,self-storage,C,15,No website found
Lady Foot Locker,Independent,Foot Locker,Dallas,,,TX,,32.6028319,-96.9429071,,,,,,self-storage,C,15,No website found
UPS Locker,Independent,UPS Locker,Dallas,,,TX,,32.6047834,-96.9516492,,,,,,self-storage,C,15,No website found
Amazon Locker - Curio,Independent,Amazon Locker,Dallas,,,TX,,32.9180007,-96.9628175,,,,,,self-storage,C,15,No website found
Amazon Locker -Eugene,Independent,Amazon Locker -Eugene,Dallas,Belt Line Road,,TX,,32.9541663,-96.8897087,,,,,,self-storage,C,15,No website found
Foot Locker,Independent,Foot Locker,Dallas,South Buckner Boulevard,Mesquite,TX,75149,32.7932545,-96.6830856,,,https://stores.footlocker.com/tx/mesquite/5550-s-buckner-blvd-8681.html,,,self-storage,C,40,
