Facility Name,Ownership Group,Ownership / Brand Name,County,Street Address,City,State,ZIP Code,Latitude,Longitude,Phone Number,Email Address,Website URL,Estimated Unit Count,Estimated Size / Footprint,Facility Type Tags,Lead Tier,Lead Score,Notes
Area 51 Self Storage,Independent,Area 51 Self Storage,Tulsa,West 50th Street,,OK,74107,36.0913727,-96.0501527,,,,,,self-storage,C,15,No website found
Quality Storages,Independent,Quality Storages,Tulsa,,,OK,,36.1298385,-95.904273,,,,,,self-storage,C,15,No website found
The Storage Connection,Independent,The Storage Connection,Tulsa,North Garnett Road East,Collinsville,OK,74021,36.3348724,-95.8477327,,,,,,self-storage,C,15,No website found
Self Storage,Independent,Self Storage,Tulsa,West 4th Street South,Owasso,OK,74055,36.2617702,-95.8557367,,,,,,self-storage,C,15,No website found
Tulsa Downtown Storage,Independent,Tulsa Downtown Storage,Tulsa,,,OK,,36.1564086,-95.975966,,,,,,self-storage,C,15,No website found
Easy Stop Storage,Independent,Easy Stop Storage,Tulsa,East 21st Street South,Tulsa,OK,74112,36.1338437,-95.8343257,,,https://www.easystopstorage.com/locations/tulsa-ok-74129,,,self-storage,C,40,
United Cold Storage,Independent,United Cold Storage,Tulsa,East Pine Street North,Tulsa,OK,74115,36.176722,-95.8994847,,,,,,self-storage,C,15,No website found
S&D Storage,Independent,S&D Storage,Tulsa,,,OK,,36.1766945,-95.9009671,918-272-1494,,,,,self-storage,C,40,
Absolute Self Storage,Independent,Absolute Self Storage,Tulsa,West 41st Street,Tulsa,OK,74107,36.102779,-96.0792007,918-446-7233,,https://www.absoluteselfstorageok.com/,,,self-storage,B,55,
Self Storage,Independent,Self Storage,Tulsa,East Easton Street North,Tulsa,OK,74115,36.1628387,-95.8907583,,,,,,self-storage,C,15,No website found
Keyport Self Storage,Independent,Keyport Self Storage,Tulsa,North Elm Place,Broken Arrow,OK,,36.0534602,-95.7979054,918-251-0628,,,,,self-storage,C,40,
Storage OK,Independent,Storage OK,Tulsa,,,OK,,36.071272,-95.9587858,918-749-0884,,,,,self-storage,C,40,
KO Storage,Independent,KO Storage,Tulsa,North Birch Avenue,,OK,74012,36.0634327,-95.7943375,918-890-1311,,https://www.kostorage.com/,,,self-storage,B,55,
Public Storage,Chain,Public Storage,Tulsa,North 9th Street,Broken Arrow,OK,74012,36.0686872,-95.7826845,918-872-0178,,,,,self-storage,C,0,Chain-managed
Self Storage,Independent,Self Storage,Tulsa,South Elwood Avenue West,Glenpool,OK,74033,35.9458443,-95.9943423,,,,,,self-storage,C,15,No website found
Self Storage,Independent,Self Storage,Tulsa,East 41st Street South,Tulsa,OK,74146,36.1064241,-95.8558822,,,,,,self-storage,C,15,No website found
White Hawk,Independent,White Hawk,Tulsa,,,OK,,35.9429971,-95.932929,,,,,,self-storage,C,15,No website found
Store Local,Independent,Store Local,Tulsa,South Memorial Drive East,Bixby,OK,74008,35.9844082,-95.8846411,,,,,,self-storage,C,15,No website found
Arborstone Self Storage,Independent,Arborstone Self Storage,Tulsa,South Memorial Drive East,Bixby,OK,74008,35.9397648,-95.887031,,,,,,self-storage,C,15,No website found
U-Haul,Chain,U-Haul,Tulsa,South Sheridan Road East,Tulsa,OK,74145,36.1123651,-95.9065469,918-439-3139,,https://www.uhaul.com/Locations/Truck-Rentals-near-Tulsa-OK-74145/761079/,,,self-storage,C,5,Chain-managed
Self Storage,Independent,Self Storage,Tulsa,West 181st Street South,Mounds,OK,74047,35.9021202,-96.0190313,,,,,,self-storage,C,15,No website found
Admiral Mini Storage,Chain,Admiral Mini Storage,Tulsa,East Admiral Place South,Tulsa,OK,74115,36.1603889,-95.8757945,,,,,,self-storage,C,0,No website found; Chain-managed
Self Storage,Independent,Self Storage,Tulsa,East 81st Street South,Tulsa,OK,74133,36.046969,-95.8834887,,,,,,self-storage,C,15,No website found
U-Haul Moving and Storage,Chain,U-Haul Moving and Storage,Tulsa,,,OK,,36.0744946,-95.9753573,,,,,,self-storage,C,0,No website found; Chain-managed
City of Tulsa Surplus Equipment Storage Yard,Independent,City of Tulsa Surplus Equipment Storage Yard,Tulsa,North Trenton Avenue,Tulsa,OK,,36.1634368,-95.9699229,,,,,,self-storage,C,15,No website found
Classic Storage Station,Independent,Classic Storage Station,Tulsa,,,OK,,36.0742648,-95.7811152,,,,,,self-storage,C,15,No website found
Data Management Record Storage,Independent,Data Management Record Storage,Tulsa,South Southwest Boulevard West,Tulsa,OK,74107,36.1104118,-96.0132156,,,,,,self-storage,C,15,No website found
ABC Equipment Rental Storage Building,Independent,ABC Equipment Rental Storage Building,Tulsa,,,OK,,36.1403557,-95.9477638,,,,,,self-storage,C,15,No website found
Amazon Lockers,Independent,Amazon Hub,Tulsa,,,OK,,36.1047505,-95.9733036,,,,,,self-storage,C,15,No website found
